customer_id,store_id,first_name,last_name,email,address_id,active_bool,create_date,last_update,active
66,2.0,Janice,Ward,janice.ward@sakilacustomer.org,70.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
67,1.0,Kelly,Torres,kelly.torres@sakilacustomer.org,71.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
68,1.0,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
69,2.0,Judy,Gray,judy.gray@sakilacustomer.org,73.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
70,2.0,Christina,Ramirez,christina.ramirez@sakilacustomer.org,74.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
71,1.0,Kathy,James,kathy.james@sakilacustomer.org,75.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
72,2.0,Theresa,Watson,theresa.watson@sakilacustomer.org,76.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
73,2.0,Beverly,Brooks,beverly.brooks@sakilacustomer.org,77.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
74,1.0,Denise,Kelly,denise.kelly@sakilacustomer.org,78.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
75,2.0,Tammy,Sanders,tammy.sanders@sakilacustomer.org,79.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
76,2.0,Irene,Price,irene.price@sakilacustomer.org,80.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
77,2.0,Jane,Bennett,jane.bennett@sakilacustomer.org,81.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
78,1.0,Lori,Wood,lori.wood@sakilacustomer.org,82.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
79,1.0,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
80,1.0,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
81,1.0,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
82,1.0,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
83,1.0,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
84,2.0,Sara,Perry,sara.perry@sakilacustomer.org,88.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
85,2.0,Anne,Powell,anne.powell@sakilacustomer.org,89.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
86,2.0,Jacqueline,Long,jacqueline.long@sakilacustomer.org,90.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
87,1.0,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
88,2.0,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,92.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
89,1.0,Julia,Flores,julia.flores@sakilacustomer.org,93.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
90,2.0,Ruby,Washington,ruby.washington@sakilacustomer.org,94.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
91,2.0,Lois,Butler,lois.butler@sakilacustomer.org,95.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
92,2.0,Tina,Simmons,tina.simmons@sakilacustomer.org,96.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
93,1.0,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
94,1.0,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
95,2.0,Paula,Bryant,paula.bryant@sakilacustomer.org,99.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
96,1.0,Diana,Alexander,diana.alexander@sakilacustomer.org,100.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
97,2.0,Annie,Russell,annie.russell@sakilacustomer.org,101.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
98,1.0,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
99,2.0,Emily,Diaz,emily.diaz@sakilacustomer.org,103.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
100,1.0,Robin,Hayes,robin.hayes@sakilacustomer.org,104.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
101,1.0,Peggy,Myers,peggy.myers@sakilacustomer.org,105.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
102,1.0,Crystal,Ford,crystal.ford@sakilacustomer.org,106.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
103,1.0,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
104,1.0,Rita,Graham,rita.graham@sakilacustomer.org,108.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
105,1.0,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
106,1.0,Connie,Wallace,connie.wallace@sakilacustomer.org,110.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
107,1.0,Florence,Woods,florence.woods@sakilacustomer.org,111.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
108,1.0,Tracy,Cole,tracy.cole@sakilacustomer.org,112.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
109,2.0,Edna,West,edna.west@sakilacustomer.org,113.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
110,2.0,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,114.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
111,1.0,Carmen,Owens,carmen.owens@sakilacustomer.org,115.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
112,2.0,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,116.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
113,2.0,Cindy,Fisher,cindy.fisher@sakilacustomer.org,117.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
114,2.0,Grace,Ellis,grace.ellis@sakilacustomer.org,118.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
115,1.0,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
116,1.0,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
117,1.0,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
118,1.0,Kim,Cruz,kim.cruz@sakilacustomer.org,122.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
119,1.0,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
120,2.0,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,124.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
121,1.0,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
122,1.0,Thelma,Murray,thelma.murray@sakilacustomer.org,126.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
123,2.0,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
124,1.0,Sheila,Wells,sheila.wells@sakilacustomer.org,128.0,t,2006-02-14,2013-05-26 14:49:45.738,0.0
125,1.0,Ethel,Webb,ethel.webb@sakilacustomer.org,129.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
126,1.0,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
127,2.0,Elaine,Stevens,elaine.stevens@sakilacustomer.org,131.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
128,1.0,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
129,1.0,Carrie,Porter,carrie.porter@sakilacustomer.org,133.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
130,1.0,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
131,2.0,Monica,Hicks,monica.hicks@sakilacustomer.org,135.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
132,2.0,Esther,Crawford,esther.crawford@sakilacustomer.org,136.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
133,1.0,Pauline,Henry,pauline.henry@sakilacustomer.org,137.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
134,1.0,Emma,Boyd,emma.boyd@sakilacustomer.org,138.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
135,2.0,Juanita,Mason,juanita.mason@sakilacustomer.org,139.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
136,2.0,Anita,Morales,anita.morales@sakilacustomer.org,140.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
137,2.0,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,141.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
138,1.0,Hazel,Warren,hazel.warren@sakilacustomer.org,142.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
139,1.0,Amber,Dixon,amber.dixon@sakilacustomer.org,143.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
140,1.0,Eva,Ramos,eva.ramos@sakilacustomer.org,144.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
141,1.0,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
142,1.0,April,Burns,april.burns@sakilacustomer.org,146.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
143,1.0,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
144,1.0,Clara,Shaw,clara.shaw@sakilacustomer.org,148.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
145,1.0,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
146,1.0,Jamie,Rice,jamie.rice@sakilacustomer.org,150.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
147,2.0,Joanne,Robertson,joanne.robertson@sakilacustomer.org,151.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
148,1.0,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
149,1.0,Valerie,Black,valerie.black@sakilacustomer.org,153.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
150,2.0,Danielle,Daniels,danielle.daniels@sakilacustomer.org,154.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
151,2.0,Megan,Palmer,megan.palmer@sakilacustomer.org,155.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
152,1.0,Alicia,Mills,alicia.mills@sakilacustomer.org,156.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
153,2.0,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,157.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
154,2.0,Michele,Grant,michele.grant@sakilacustomer.org,158.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
155,1.0,Gail,Knight,gail.knight@sakilacustomer.org,159.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
156,1.0,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
157,2.0,Darlene,Rose,darlene.rose@sakilacustomer.org,161.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
158,1.0,Veronica,Stone,veronica.stone@sakilacustomer.org,162.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
159,1.0,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
160,2.0,Erin,Dunn,erin.dunn@sakilacustomer.org,164.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
161,1.0,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
162,2.0,Lauren,Hudson,lauren.hudson@sakilacustomer.org,166.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
163,1.0,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
164,2.0,Joann,Gardner,joann.gardner@sakilacustomer.org,168.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
165,2.0,Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,169.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
166,1.0,Lynn,Payne,lynn.payne@sakilacustomer.org,170.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
167,2.0,Sally,Pierce,sally.pierce@sakilacustomer.org,171.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
168,1.0,Regina,Berry,regina.berry@sakilacustomer.org,172.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
169,2.0,Erica,Matthews,erica.matthews@sakilacustomer.org,173.0,t,2006-02-14,2013-05-26 14:49:45.738,0.0
170,1.0,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
171,2.0,Dolores,Wagner,dolores.wagner@sakilacustomer.org,175.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
172,1.0,Bernice,Willis,bernice.willis@sakilacustomer.org,176.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
173,1.0,Audrey,Ray,audrey.ray@sakilacustomer.org,177.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
174,2.0,Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,178.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
175,1.0,Annette,Olson,annette.olson@sakilacustomer.org,179.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
176,1.0,June,Carroll,june.carroll@sakilacustomer.org,180.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
177,2.0,Samantha,Duncan,samantha.duncan@sakilacustomer.org,181.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
178,2.0,Marion,Snyder,marion.snyder@sakilacustomer.org,182.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
179,1.0,Dana,Hart,dana.hart@sakilacustomer.org,183.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
180,2.0,Stacy,Cunningham,stacy.cunningham@sakilacustomer.org,184.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
181,2.0,Ana,Bradley,ana.bradley@sakilacustomer.org,185.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
182,1.0,Renee,Lane,renee.lane@sakilacustomer.org,186.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
183,2.0,Ida,Andrews,ida.andrews@sakilacustomer.org,187.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
184,1.0,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
185,1.0,Roberta,Harper,roberta.harper@sakilacustomer.org,189.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
186,2.0,Holly,Fox,holly.fox@sakilacustomer.org,190.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
187,2.0,Brittany,Riley,brittany.riley@sakilacustomer.org,191.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
188,1.0,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
189,1.0,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
190,2.0,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,194.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
191,1.0,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
192,1.0,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
193,2.0,Katie,Elliott,katie.elliott@sakilacustomer.org,197.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
194,2.0,Kristen,Chavez,kristen.chavez@sakilacustomer.org,198.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
195,1.0,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
196,1.0,Alma,Austin,alma.austin@sakilacustomer.org,200.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
197,2.0,Sue,Peters,sue.peters@sakilacustomer.org,201.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
198,2.0,Elsie,Kelley,elsie.kelley@sakilacustomer.org,202.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
199,2.0,Beth,Franklin,beth.franklin@sakilacustomer.org,203.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
200,2.0,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,204.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
201,1.0,Vicki,Fields,vicki.fields@sakilacustomer.org,205.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
202,2.0,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,206.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
203,1.0,Tara,Ryan,tara.ryan@sakilacustomer.org,207.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
204,1.0,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,208.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
205,2.0,Eileen,Carr,eileen.carr@sakilacustomer.org,209.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
206,1.0,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
207,1.0,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
208,1.0,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
209,2.0,Tonya,Chapman,tonya.chapman@sakilacustomer.org,213.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
210,2.0,Ella,Oliver,ella.oliver@sakilacustomer.org,214.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
211,1.0,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
212,2.0,Wilma,Richards,wilma.richards@sakilacustomer.org,216.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
213,1.0,Gina,Williamson,gina.williamson@sakilacustomer.org,217.0,t,2006-02-14,2013-05-26 14:49:45.738,1.0
